gene	Sum_IC
FBgn0043467	1.9459101490553135
FBgn0026615	0.0
FBgn0070057	0.0
FBgn0010339	6.952091092802188
FBgn0020238	50.188198767329986
FBgn0004907	36.566827723942794
FBgn0266130	1.252762968495368
FBgn0266131	1.252762968495368
FBgn0085802	2.639057329615259
FBgn0267498	2.639057329615259
