gene	Sum_IC
A0A024RBG1	16.118095650958317
A0A075B6H7	0.6321630939469578
A0A075B6H8	0.6321630939469578
A0A075B6H9	0.6321630939469578
A0A075B6I0	0.6321630939469578
A0A075B6I1	0.6321630939469578
A0A075B6I3	0.6321630939469578
A0A075B6I4	0.6321630939469578
A0A075B6I6	0.6321630939469578
A0A075B6I7	0.6321630939469578
